Data from areia_Reflection_00003.txt Node
Date: Thu Apr 11 13:49:57 AEST 2024
User: uqkchene_local
Spectrometer: USB4E02642
Trigger mode: 4
Integration Time (sec): 2.541000E-2
Scans to average: 101
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 10
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
179.217	180.41372236
179.432	164.25269646
179.647	157.35787355
179.862	166.11638088
180.077	174.15492958
180.293	201.30530973
180.508	176.33644674
180.723	186.86006826
180.938	94.24079832
181.153	55.55039749
181.368	38.78403646
181.583	25.57376275
181.798	14.68979559
182.013	8.88363197
182.228	8.11754396
182.443	3.89386377
182.658	2.43413641
182.873	2.44211708
183.088	4.30205747
183.303	1.63540366
183.518	3.1693688
183.733	3.0077751
183.948	1.74704388
184.162	2.76889014
184.377	2.46618317
184.592	2.15826118
184.807	2.04337704
185.022	1.82746014
185.237	2.29257013
185.452	1.75687473
185.667	1.44484276
185.882	1.15114875
186.096	2.24254704
186.311	2.5095584
186.526	1.55460158
186.741	1.41353894
186.956	1.61386351
187.17	0.4856986
187.385	0.84063543
187.6	0.17134991
187.815	1.10094491
188.03	0.49586379
188.244	2.18133062
188.459	2.72457733
188.674	2.53963537
188.889	2.14466222
189.103	1.82357725
189.318	1.61009448
189.533	1.91635456
189.747	1.36594787
189.962	0.81873205
190.177	1.30287632
190.391	1.11444225
190.606	-0.09126379
190.821	-0.12436848
191.035	-0.13640247
191.25	-1.13654109
191.465	-1.97269712
191.679	-0.05896571
191.894	0.04077903
192.109	-0.51205116
192.323	-0.54848467
192.538	-1.52131128
192.752	-3.52382774
192.967	-3.98500459
193.181	-5.83324803
193.396	-4.6613648
193.611	-4.04354193
193.825	-4.38286972
194.04	-3.78010934
194.254	-3.1076474
194.469	-2.05501285
194.683	-2.31415187
194.898	-2.42834804
195.112	-2.89403615
195.327	-2.8674262
195.541	-2.31526133
195.756	-2.74469478
195.97	-1.00666786
196.184	-0.38325824
196.399	-1.06130215
196.613	-0.48884591
196.828	-0.19219484
197.042	0.79672282
197.257	2.03875866
197.471	1.51490908
197.685	2.57345349
197.9	2.07952127
198.114	2.90939823
198.328	3.48600957
198.543	2.88768318
198.757	2.10214552
198.971	1.01033177
199.186	2.26499167
199.4	1.69467296
199.614	1.63838369
199.829	1.86770393
200.043	2.39485237
200.257	2.5487455
200.471	0.29342076
200.686	-0.60714417
200.9	-0.66508511
201.114	-0.39670892
201.328	-1.28526329
201.543	-1.8912127
201.757	-2.38535263
201.971	-2.91045744
202.185	-3.13893606
202.399	-3.73687374
202.614	-5.63829787
202.828	-6.25188693
203.042	-5.23300842
203.256	-4.85382029
203.47	-4.93866861
203.684	-7.15726379
203.899	-5.92804386
204.113	-5.33795249
204.327	-5.39812141
204.541	-5.57944941
204.755	-5.17338531
204.969	-3.86801023
205.183	-2.63540952
205.397	-2.65059679
205.611	-2.4068599
