Data from carapace1_Reflection_09-01-37-866.txt Node
Date: Wed Dec 06 09:01:37 AEST 2023
User: uqkchene_local
Spectrometer: USB4E02642
Trigger mode: 4
Integration Time (sec): 1.700000E-2
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 10
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
179.217	166.3796073
179.432	136.43724696
179.647	268.8409433
179.862	224.18235877
180.077	1233.6
180.293	455.92105263
180.508	2069.3877551
180.723	489.44099379
180.938	-316.50135257
181.153	-38.70211102
181.368	-4.30321086
181.583	30.18956237
181.798	48.74381075
182.013	57.77377197
182.228	55.52747107
182.443	65.38968035
182.658	67.47314631
182.873	61.39667458
183.088	62.08749685
183.303	59.50503552
183.518	59.53417652
183.733	55.82411761
183.948	55.16947605
184.162	56.3789152
184.377	52.36367695
184.592	55.72221307
184.807	58.4153774
185.022	58.79419538
185.237	57.83959372
185.452	56.71270596
185.667	57.47673855
185.882	59.20332776
186.096	57.24159048
186.311	56.20560156
186.526	56.67945104
186.741	53.19514802
186.956	49.58623592
187.17	49.94058088
187.385	52.95267146
187.6	52.20577738
187.815	55.34908037
188.03	49.76616364
188.244	49.34314999
188.459	50.34187614
188.674	54.09207781
188.889	54.98759788
189.103	49.53563351
189.318	44.65906333
189.533	41.24574977
189.747	39.59081296
189.962	40.38871536
190.177	38.87288535
190.391	35.60502109
190.606	37.06682186
190.821	36.80789964
191.035	35.11144503
191.25	39.20305298
191.465	36.50148115
191.679	33.7972167
191.894	32.69643303
192.109	33.631644
192.323	33.82303357
192.538	36.40402704
192.752	38.63196183
192.967	37.95025528
193.181	36.31708613
193.396	36.17276257
193.611	40.58634051
193.825	42.99284203
194.04	45.09795091
194.254	44.80963375
194.469	40.89172547
194.683	42.96770288
194.898	44.59549514
195.112	44.9032819
195.327	43.73240381
195.541	44.84457427
195.756	43.97556432
195.97	45.5231032
196.184	46.25015444
196.399	43.85335478
196.613	43.42231692
196.828	42.66115075
197.042	41.89011176
197.257	39.95954318
197.471	39.6211391
197.685	39.16043938
197.9	39.65663846
198.114	37.5692843
198.328	37.02301074
198.543	34.46049418
198.757	33.81413646
198.971	37.76908864
199.186	37.9061526
199.4	37.85279933
199.614	34.59677074
199.829	38.27052293
200.043	39.5889446
200.257	37.05982622
200.471	38.9757938
200.686	41.6427651
200.9	41.80387152
