"ID2","saturation","mean_brightness","hue"
"gv_q_Reflection_00002",2.41199817820374,21.7717237461915,700
"orange_paint.4g_ba.5g_Reflection_001",1.44641977124619,52.8641786387371,700
"orange_paint_kaisercraft_pure_Reflection_001",2.67429826564101,29.4726956367801,629
