"wl","gv_q_Reflection_00002","orange_paint-4g_ba-5g_Reflection_001","orange_paint_kaisercraft_pure_Reflection_001"
423,7.69593215403941,25.0974026570443,5.71821552098522
424,7.71393326384237,25.0112944201478,5.72035203285714
425,7.74011294137931,24.9337456445813,5.74381417566502
426,7.75975738581281,24.7939018371921,5.77571046817734
427,7.7813355273399,24.6952902910345,5.76864931605911
428,7.80518257941176,24.58262926,5.77551161352941
429,7.85000112764706,24.4651027852941,5.7637217382353
430,7.8803494054902,24.4153655384314,5.75655845686274
431,7.93101321512315,24.3254725259606,5.73676486137931
432,7.99230411453202,24.2401636480296,5.74340596359606
433,8.01515551827586,24.1493536858621,5.73465231344827
434,8.03828276960591,24.0195089927094,5.71403435684729
435,8.04072184524752,23.9097014473267,5.71141892138614
436,8.04638655108374,23.8197681997537,5.69427599438424
437,8.09646318955665,23.736994715468,5.67567464507389
438,8.14538861861386,23.656787464802,5.67751568811881
439,8.18210968413793,23.5795396968966,5.68255216108374
440,8.19062777586207,23.5267983351724,5.65155689
441,8.19622364663366,23.4623047052475,5.64482760693069
442,8.20377028640394,23.3959830588177,5.60566129842365
443,8.25009880778325,23.3228638295566,5.57633176064039
444,8.29408252724138,23.2423210531034,5.55734792827586
445,8.31704119613861,23.1946485293069,5.5231034280198
446,8.35503490241379,23.1842931226601,5.51771955714286
447,8.3570186702463,23.1703345206897,5.53547346182266
448,8.37192526995049,23.1758957555941,5.53823092747525
449,8.41589006435643,23.182547430297,5.56360983346535
450,8.4476787650495,23.1373713829703,5.55230013633663
451,8.50703199427861,23.1568437793035,5.54225406915423
452,8.57083373584158,23.155245835297,5.53611917940594
453,8.59092012019802,23.1661879220792,5.52334536118812
454,8.64183838084577,23.2088499231343,5.52283044109453
455,8.6946859470297,23.1799986561386,5.49851936891089
456,8.70925113164179,23.1429305567164,5.48230532651741
457,8.73309423386139,23.1138743111881,5.48166409608911
458,8.75385764761194,23.04086985,5.48257688935323
459,8.77436382811881,23.0056002108911,5.50159241425743
460,8.7736618380597,22.9836086473632,5.51089034223881
461,8.80802265791045,22.9690840838806,5.52757816746269
462,8.81997284686567,22.9855187362687,5.53639557358209
463,8.81961023054726,22.9711248926368,5.53440229199005
464,8.84780799850746,22.9361837126368,5.57585114343284
465,8.8576573239604,22.9309348310396,5.59935218826733
466,8.90603812567164,22.9411297671642,5.65372435462687
467,8.968034139801,22.9413477033333,5.69832131771144
468,9.00361563497512,22.9637567811443,5.72261832716418
469,9.01963620218906,22.9559205371642,5.72658191378109
470,9.08369922567164,22.9635987721393,5.72023829716418
471,9.1059027156,22.9590695476,5.736031116
472,9.17082983412935,22.9588883318408,5.75829246681592
473,9.21981173685,23.00427216935,5.77865018595
474,9.2568344314,23.0723681437,5.8170639211
475,9.2749061525,23.1613997,5.82439897625
476,9.29506498705,23.3010520138,5.86487449105
477,9.34357570034826,23.4182267716418,5.90832072995025
478,9.3522360313,23.54254078105,5.9380557517
479,9.4184410776,23.69882033465,5.9802870888
480,9.4780622256,23.9195127889,6.0264192817
481,9.53316734425,24.16692040125,6.07772227025
482,9.56491478069652,24.3819592527363,6.12472264890547
483,9.5979769232,24.6554174696,6.186725742
484,9.6173082476,24.927361128,6.2567521928
485,9.63230500974874,25.1672940267839,6.31260963150754
486,9.635249645,25.3762866085,6.3662728095
487,9.6506596825,25.5998644483,6.4389072168
488,9.66991479785,25.82626762255,6.5403782948
489,9.68529966955,26.0807112067,6.64303318785
490,9.72094598341709,26.3982549472362,6.77014330854271
491,9.74494448507538,26.702387908392,6.89524574497487
492,9.7704756125,27.0283754875,6.9999690825
493,9.8010111251,27.4052892461,7.1490909898
494,9.8560065898,27.8230546402,7.3150659091
495,9.92698704135678,28.2955400048241,7.48911325125628
496,9.997154038,28.7988939188,7.6893270796
497,10.0810209274,29.3074326532,7.8777385164
498,10.1496107332161,29.7763642588442,8.07725350859296
499,10.222665951206,30.237036917789,8.27589095020101
500,10.2954577361809,30.6654077065327,8.45662027829146
501,10.3484858655556,31.0430975888889,8.60587047888889
502,10.4230769999497,31.4156231219095,8.73272311005025
503,10.5080491784925,31.7517848570854,8.8450455358794
504,10.6151578629648,32.0891509205025,8.96386198522613
505,10.7189439472727,32.3556848743434,9.07453692878788
506,10.8097235539698,32.6200858430151,9.18272806130653
507,10.8953018725253,32.8600855532323,9.27121047414141
508,10.9797393479293,33.0384681294444,9.32411110474747
509,11.0623293674747,33.2249326323737,9.36439400489899
510,11.1550519109091,33.3300784995455,9.38167882772727
511,11.2557407008586,33.4099392030808,9.40236442560606
512,11.3466298215152,33.5219437343434,9.41715378171717
513,11.4504986030808,33.5949884754545,9.43417945489899
514,11.5645004441414,33.7305712004041,9.45140578616162
515,11.6961247563636,33.8961214945455,9.48050064090909
516,11.8311301686869,34.0460491229293,9.50038466606061
517,11.9552395806061,34.2019302128283,9.50918477828283
518,12.0781551236548,34.3580980666497,9.51710683294416
519,12.1950285973096,34.5055901520812,9.53819565751269
520,12.3345943617677,34.6708432027778,9.55644063242424
521,12.4912472084849,34.8359011448485,9.5947037350505
522,12.6651917729293,35.0845090443434,9.63823919080808
523,12.8769660343434,35.3586642570707,9.70799806060606
524,13.0933413184264,35.7499717859391,9.7758058261929
525,13.3403241875634,36.219834092335,9.88067535502538
526,13.592550844467,36.6784849033503,9.98117805928934
527,13.7978400665482,37.0852244760406,10.0687406307107
528,13.9950448234344,37.4067272820202,10.170504059697
529,14.1965363875758,37.7411814006061,10.2797190184849
530,14.3934685220812,38.0771450027411,10.4222656545178
531,14.6080811246701,38.4185098809137,10.5616614988833
532,14.8355798882741,38.7798225896447,10.7094830361929
533,15.0857363925888,39.1681489820305,10.870819735736
534,15.3455938375634,39.583253835533,11.0404942204061
535,15.6226365021828,40.062599794264,11.2306467286802
536,15.9473898212245,40.6511210693877,11.4602575783673
537,16.2961751329949,41.4135744239594,11.7363082577665
538,16.712196153198,42.3150912524365,12.0476358771574
539,17.1230435,43.26623251,12.401024015
540,17.4732388228934,44.1889523149746,12.7375309772589
541,17.8298670363452,44.9794877802538,13.0472262204568
542,18.1686137806633,45.6601760289796,13.3461543644898
543,18.5052390715736,46.2569594781218,13.6290601719289
544,18.8995828047716,46.8186971658883,13.923096843198
545,19.2655333809184,47.4066766415306,14.2498287972449
546,19.6025630503061,47.9780034821429,14.5632803256122
547,19.9683124518367,48.5881041162755,14.9236787438775
548,20.3196708108163,49.2890079946939,15.3340992784694
549,20.702875650718,50.0722339177949,15.7944478370256
550,21.1156355936923,50.8860540807179,16.2684132517949
551,21.4823914018367,51.7045595892347,16.7209156556633
552,21.8475223429592,52.4790709852551,17.1494099214286
553,22.2420893265306,53.1981818911225,17.5355050918367
554,22.6335154482653,53.9330268910204,17.9169448943877
555,23.0138132459184,54.5742126731632,18.2624306887755
556,23.4069844420408,55.2340945428061,18.6134008198469
557,23.8178498155385,55.906589486359,18.9371858695897
558,24.2213435356923,56.5759890955385,19.2657679852308
559,24.6355461250769,57.2702776366154,19.6261412278462
560,25.0785585384615,57.9228308688205,19.9489702123077
561,25.4360209169231,58.4997694182051,20.2598852946154
562,25.8551384987179,59.0983364041025,20.5870868838461
563,26.256304757641,59.576176094718,20.8581802851282
564,26.6246812262887,59.9790721627835,21.1327911886598
565,27.0339388879381,60.3397193255155,21.4030460967526
566,27.3893125901538,60.6550413704615,21.6582642631795
567,27.7844954858763,60.9722072257732,21.9153422337113
568,28.1903208626667,61.4118711266667,22.2309851866667
569,28.5521395243299,61.8551090424742,22.5138467301031
570,28.9703352215897,62.3159584032308,22.79480638
571,29.3549834415464,62.8209332956701,23.1052697460825
572,29.766371051134,63.3142875071134,23.4283445812371
573,30.1844909842783,63.7935099171649,23.7858823897423
574,30.5687610753609,64.3039063022681,24.198062475567
575,30.9841363378866,64.7981710503608,24.6075867844846
576,31.3785989559278,65.3126310753093,25.0850718524227
577,31.8292249532474,65.9111993130413,25.714279455567
578,32.3415243093814,66.5872414780412,26.4763898708247
579,32.8066748329382,67.4673856854124,27.5015276970619
580,33.3394519046392,68.5056646075258,28.7631713971134
581,33.8230460262887,69.7748224541238,30.3160949863918
582,34.2807352086528,71.2058598231088,32.2664020843005
583,34.756397165567,72.775284584433,34.5188622615464
584,35.1764892966321,74.4730060121243,37.1574921876166
585,35.5896512134715,76.2202718652849,40.0977361217097
586,35.9724578367876,78.1018806248704,43.2580374240414
587,36.3020947608247,79.9182381241752,46.5712168824741
588,36.6623651076804,81.6887858960824,49.8933321080411
589,37.0373700548186,83.3540761204662,53.1315589450258
590,37.4535755839175,84.8459073235051,56.2436351009278
591,37.844441299375,86.2335338339583,59.1648538385417
592,38.1941738145596,87.5248156304663,61.9105301145595
593,38.5354362207254,88.7375997081866,64.4933472109327
594,38.8075147326943,89.7827774340933,66.755742973057
595,39.1058019772021,90.6827740403109,68.7597156800518
596,39.4336129121762,91.3697566065803,70.4760607992228
597,39.774952786943,92.0025014818135,71.8413041349741
598,40.1660980139896,92.5371703207254,73.0235986093265
599,40.5166812771503,92.9514550437306,74.0651057461658
600,40.8444500170833,93.3618932813542,74.9694443879167
601,41.09124936375,93.719558355,75.86124703125
602,41.3053526698438,94.0963095129688,76.63030351125
603,41.5308175240625,94.456384133125,77.3075915975
604,41.7923140352083,94.8301130480208,77.9320895020833
605,42.0924570439583,95.1503808802083,78.4497091605208
606,42.42104107625,95.4050528021875,78.8990783059375
607,42.8216444092708,95.6307456052083,79.2650049335416
608,43.155819240625,95.7695120291667,79.552364538125
609,43.539561361875,95.942453835,79.8075564744792
610,43.9197036066492,96.071801096178,80.0524460152356
611,44.3108296377487,96.1598277450262,80.2754925036126
612,44.7174698522513,96.3194138336126,80.4085010430367
613,45.1226743248691,96.3689244848168,80.5332929615707
614,45.4988479838743,96.4165384791099,80.734548402356
615,45.7832041581675,96.5547719117801,80.8751853499476
616,46.0593833891099,96.7146938425654,81.1540256345026
617,46.2003604444503,96.8639267705759,81.3847982995288
618,46.3284921349215,96.9736393141361,81.5490226834555
619,46.3636350562304,96.979037934712,81.6934298320942
620,46.490706328534,96.9209690943979,81.7521249882723
621,46.6594372062304,96.9816890085864,81.897511007801
622,46.8069954793717,97.0708497650785,81.9658109697906
623,47.0305840590576,97.2282911971728,82.1156125231937
624,47.1420181994737,97.3038845868421,82.2703255789474
625,47.2158118441053,97.2836399648947,82.32940339
626,47.3504225544503,97.3822188308377,82.4270949012565
627,47.4669692249738,97.3376210686911,82.4297695269634
628,47.6374924735263,97.3236635578947,82.4325794118421
629,47.836564534,97.222578461,82.377047189
630,47.9925242217895,97.1580536718947,82.4109069173684
631,48.2239506954737,97.0808591243158,82.4120065458947
632,48.3225180361053,96.9998923348421,82.4225486601053
633,48.4872551857895,96.9641655231579,82.5494994009474
634,48.6097295069841,96.8637407973016,82.5863150555556
635,48.685247771746,96.8702969796825,82.708517855873
636,48.8515066309474,96.9578764977368,82.8313627976316
637,48.9925976873684,97.0752142535263,82.958734183579
638,49.139725485,97.18025723,83.07781618
639,49.3050594155556,97.2681340555556,83.1267601366667
640,49.3963701293122,97.266393863545,83.1049222959259
641,49.4725005573684,97.3612708558947,83.0398057126316
642,49.5722357847619,97.4357367228571,83.0054367509524
643,49.6175952904762,97.6047271780952,83.0073739419048
644,49.7436003709524,97.7159720066667,82.9746783980952
645,49.705055887037,97.8187304096296,83.005884272963
646,49.7056639931217,97.872325231746,82.9908709042328
647,49.7270531355556,97.9472128563492,83.0576362114286
648,49.6500735978307,98.0863239667196,83.0972889016931
649,49.7621256551064,98.0404703278723,83.0304341859574
650,49.7257305234392,97.9785353413757,82.9695124630688
651,49.7636655385638,97.9984158061702,82.9390380757979
652,49.8926996582011,97.9427306448677,82.9321470114815
653,49.885456933617,98.0193655678723,83.0122343604255
654,50.0012147940426,98.1779977481915,83.0792096117021
655,49.9937115946809,98.1677924229787,83.062267903617
656,49.9139036535638,98.2383112369149,83.1530459557979
657,49.8112480089362,98.2985907278723,83.1972688578724
658,49.7955442289362,98.2403755096808,83.2789238415957
659,49.7878955498936,98.2591334705319,83.3052364008511
660,49.866661355615,98.2423672334759,83.2284188886631
661,50.0715373573936,98.2050482384042,83.207399484734
662,50.2149704790909,98.2777920572727,83.2313070454545
663,50.3959605772192,98.2192777575936,83.2161520309091
664,50.5560974847059,98.2397838950267,83.1492305837968
665,50.7591487275401,98.2576199086631,83.110136844492
666,50.8941522310638,98.2120408815957,83.0009992194681
667,51.0212259598396,98.3135209728877,83.0929688989305
668,51.0532860845455,98.3332857345455,83.2917542809091
669,51.0885961506952,98.4086277421925,83.3655729334225
670,51.1907315529412,98.4859617752941,83.4305148335294
671,51.2741931184492,98.3431739570588,83.3166183038503
672,51.4492444573262,98.4060447676471,83.2771070869519
673,51.5327694163978,98.3960151874731,83.244798252043
674,51.6891035210215,98.4761745351075,83.3194642946237
675,51.8012446623529,98.6317955153476,83.4210416162032
676,51.9113498386559,98.6778441271505,83.513979810215
677,52.0082858195699,98.636257574086,83.5215313702151
678,52.0718092154839,98.5877633472581,83.5524673946774
679,52.1663106842473,98.394321355914,83.5265652656989
680,52.3643947326882,98.2809173006989,83.3733522371505
681,52.6015755747593,98.1937019301604,83.2986995103743
682,52.9159693647059,98.2107229887701,83.3167656919786
683,53.2708275446236,98.3494549277419,83.3044895256989
684,53.6969550708602,98.4169651525806,83.3785101391398
685,54.1542884890323,98.462692616129,83.3055408583871
686,54.5462012113513,98.3920793305405,83.1133207472973
687,54.939107018,98.395394356,82.982983
688,55.224966341129,98.5370716827419,82.9392270880645
689,55.5023632387097,98.639696565,82.9143383414516
690,55.8126448605946,98.8433877120541,82.9288759059459
691,56.0510888524865,99.028694088973,83.0556169603243
692,56.375134047027,99.2148525095676,83.0740102862703
693,56.6540434523118,99.2441871803763,83.106360833871
694,56.8940168512432,99.3805710081622,83.2236876053513
695,57.0604683218919,99.3775112025405,83.2611677248649
696,57.114407244973,99.2847249256216,83.2780023690811
697,57.1679865896216,99.2875972522703,83.2548967347027
698,57.2379804501622,99.2853540625405,83.2643000003784
699,57.4100241723243,99.4100363657838,83.3054068015135
700,57.625255383913,99.3633950991304,83.2786922947826
