"wl","000_bkg_leptodactyla","000_bkg_maracoani","000_bkg_panema","000_bkg_rapax","000_bkg_thayeri"
397,5.40361904761905,3.59052579615446,4.55474371380041,4.99698594616193,5.82199908003933
398,5.39428571428571,3.63655402259973,4.59381241144538,5.26180921773509,5.97081006106973
399,5.34233333333333,3.61150428336761,4.5919435645077,5.54258068471029,6.17565549360312
400,5.3792,3.60240211673086,4.57825508362363,5.57039013715324,6.20832732364279
401,5.40438095238095,3.61825935148301,4.61364670934047,5.82697031810644,6.33234421974738
402,5.38885714285714,3.68071880775065,4.6736628791959,5.58117345600744,6.19325477895031
403,5.38666666666667,3.70093630163509,4.66730700240895,5.56296094761601,6.39930341807704
404,5.4165,3.70629945508211,4.65760455590856,5.62066677631021,6.45767439016446
405,5.41233333333333,3.72178778772759,4.68029845755778,5.99089966992771,6.59896785749141
406,5.403,3.725301193519,4.68495201059056,5.8249887771921,6.52445548990879
407,5.44409523809524,3.70845687102062,4.72341532942625,5.7046223433937,6.49917202149045
408,5.45552380952381,3.57070154284322,4.84835317420185,5.37589886804813,6.20356854101244
409,5.48442857142857,3.58187849755406,4.93064329705533,5.33884612225561,6.23978459485979
410,5.47357142857143,3.64334066122785,4.9501771840802,5.23685349530428,6.36029701193519
411,5.45814285714286,3.6298610552013,4.86607529391817,5.13697968053309,6.25804589906693
412,5.49685714285715,3.60085347247705,4.8456556571233,5.34814316167909,6.33251487733643
413,5.50319047619048,3.63938432892784,4.8434625886779,5.28916255838986,6.05118380304943
414,5.50457142857143,3.61798015153305,4.85937927930836,5.29780439465294,6.38771397254636
415,5.52835,3.6329496855081,4.90836474647601,5.33947954634263,6.52559283969405
416,5.52561904761905,3.61512300662786,4.8991424649368,5.6670106420986,6.84817028053837
417,5.54033333333333,3.59972210058949,4.89385337128401,5.61935083301061,7.10844795231591
418,5.55965,3.61176217043539,4.97070093653484,5.64532097418308,7.25563778528424
419,5.57,3.69738726349543,4.98974357105166,5.7102839776895,7.31239267855656
420,5.59528571428572,3.66287101730336,5.07983310313545,4.94176880349126,6.67729002827082
421,5.6437,3.6738536504097,5.07633059192157,5.33609109611963,6.64594930604862
422,5.65855,3.73546736999825,5.10403126444517,5.8469283717765,6.98794478479291
423,5.6288,3.68282783059656,5.11708764001391,5.57178389250383,7.1401848269856
424,5.66833333333333,3.70340931431213,5.12422440487426,5.40879610589095,7.25315524993362
425,5.67366666666667,3.69467704270969,5.14208403132099,5.58557499825294,7.57354189317005
426,5.68290476190476,3.68898375886405,5.13712923514955,5.83860838428432,7.7538439567897
427,5.72004761904762,3.66683974240092,5.1893516062413,6.0572331744497,7.95135808442766
428,5.739,3.66607046954055,5.19796495755346,5.69099966128302,8.07013913111147
429,5.75966666666667,3.73400255647616,5.27312763615038,5.78126445354035,7.72269563336654
430,5.79595238095238,3.74503850927759,5.27759114697758,5.93847666515039,7.50603677022542
431,5.79880952380952,3.734443825225,5.32492739757401,6.13106808989134,7.88111090777968
432,5.7417,3.70801171989326,5.36114761244691,5.91425671814252,8.07939835191011
433,5.69938095238095,3.65094225307233,5.37525372707902,6.06157508313322,8.24569049242513
434,5.67605,3.66537430571785,5.41290546915953,6.21868920555071,8.39369057411845
435,5.5122,3.5945371380439,5.40573844917085,6.18777649989116,8.43716788319271
436,5.45085714285714,3.57015841701409,5.40780243156574,5.98539975619769,8.49491843260617
437,5.60842857142857,3.52367138907631,5.45629655889977,6.40386498986628,8.66206740035502
438,5.7426,3.50629858763303,5.51739397090042,6.80281226818663,8.78702056323708
439,5.77642857142857,3.52374307670851,5.63999701867171,6.50423798196909,8.45539263159265
440,5.7904,3.56844419436304,5.65394624472701,6.18777665405867,8.25568965446334
441,5.84861904761905,3.55213982738667,5.53628024237478,6.46325627256582,8.18360104926675
442,5.87,3.60872644583029,5.55494780310975,6.71671586181921,8.29169899121325
443,5.78433333333333,3.61053323294009,5.49176516027868,6.72913436948331,8.35564603089994
444,5.6833,3.62781439487321,5.47973385396277,6.99049199332144,8.29841045128887
445,5.71294999999999,3.5962150340149,5.74958032318875,6.87360996609785,8.34229965900282
446,5.84233333333333,3.57567911362386,5.83357273912174,7.01140257041424,8.00749175919255
447,5.7108,3.34476914743905,5.89311000723188,7.06516337402593,7.84040498736448
448,5.62428571428572,3.35734343163839,5.83786680626014,7.10190440727669,7.7885580240969
449,5.715,3.21378190287136,5.90134234279086,6.90242498755955,7.77541626003155
450,5.70028571428571,3.42724858093839,5.89294266478014,6.84031075216866,7.42521486802842
451,5.5645,3.40120251511301,5.88565163834767,6.82053673570799,6.93081751507242
452,5.5491,3.42869002611162,5.91485572101153,6.78044566724552,6.61373698194201
453,5.7235,3.34080698119655,5.91488039009747,6.70039379526701,6.31550642392838
454,5.84314285714286,3.37528545708554,5.85313153775163,6.61678087318258,6.04037590640532
455,5.77666666666667,3.4727801698177,5.71805406904773,6.61217098816136,5.66705234573729
456,5.79961904761905,3.50755778060895,5.71838357010171,6.4062650334614,5.32129516264165
457,5.8623,3.41319939976073,5.75204079573439,6.20014555486575,5.14470897005147
458,5.91,3.31141322387927,5.74060858523906,6.32032947577418,5.03360016248918
459,5.96747619047619,3.33099726145943,5.71484546744225,6.5054075496895,4.90491489367936
460,5.99042857142857,3.39067910191689,5.61716683141444,6.61037123887763,4.83254707855389
461,6.01428571428571,3.42693615410773,5.6187031828851,6.51520808645908,4.67000094699283
462,6.04355,3.43621744768591,5.63979494748359,6.45002853246236,4.58186394253553
463,6.03265,3.3727426867582,5.59151001845441,6.46414674419786,4.56051685171692
464,6.0339,3.39811257160567,5.57608390122054,6.41344040788088,4.40858400937973
465,6.07935,3.45488248351918,5.47670627228392,6.40826894218947,4.29139262947011
466,6.127,3.43579441172903,5.4650953522057,6.41982971681807,4.24965519337721
467,6.18314285714286,3.50016252204608,5.5056206979431,6.4249133001095,4.13357838588014
468,6.2013,3.56238489971928,5.48340096601821,6.3762895341158,4.04971274652593
469,6.222,3.62435502265068,5.45980547416487,6.47882739166359,4.05418202900433
470,6.24735,3.63106894013608,5.46989355172518,6.51890709741653,4.00136226072257
471,6.2272,3.55610813628306,5.49950186309376,6.4398548252764,3.887037041846
472,6.22166666666667,3.56668301704495,5.55318736453555,6.42916112413689,3.92361959838218
473,6.2558,3.5939083455509,5.53184835237773,6.52261472898386,3.96999614084046
474,6.17638095238095,3.61704309907177,5.62723937187134,6.60675231214305,3.95693658661465
475,6.19185,3.63466078288544,5.64766903680596,6.59669247353291,3.94113158462728
476,6.29295238095238,3.6833662771432,5.23842374067626,6.54357229388664,3.8945166332131
477,6.293,3.73265819654416,5.23844549211737,6.61044884946263,3.86256967748807
478,6.30366666666667,3.75768857760149,5.54475725784036,6.61966200090032,3.81938824340008
479,6.32775,3.74693907207754,5.54062401783044,6.54913207238322,3.77602571076004
480,6.3762,3.74977965475982,5.54615052626238,6.60066734960901,3.7566395541523
481,6.36671428571428,3.77673401824219,5.56842347853353,6.59648122773725,3.74899895316624
482,6.42865,3.77912404376917,5.52397525766217,6.64928225923604,3.75006544925683
483,6.5,3.90811966581367,5.58384118669461,6.71338211630728,3.79707595493613
484,6.4632,3.91133180879993,5.61346051186203,6.74405621251002,3.85124627903281
485,6.4637,3.84508310139588,5.56422857957845,6.70565376147669,3.84221478608285
486,6.47165,3.88047364855107,5.64552154993155,6.68496512557105,3.88310732781311
487,6.44976190476191,3.8963655114245,5.65896771185764,6.71959874690718,3.96866711923952
488,6.41542857142857,3.86320359789904,5.6838013726523,6.78089645888114,4.06923738146549
489,6.42485,3.84159986979819,5.71038298683719,6.87864584811721,4.20359973781976
490,6.4098,3.79745178038004,5.7556815092492,6.90472505704898,4.29881169606513
491,6.3643,3.82207281211943,5.80395298384743,6.89497637134728,4.38491681110187
492,6.3605,3.83256492755611,5.80842401251587,6.78556814358765,4.38139375615824
493,6.38185714285714,3.88484603448871,5.8237354194271,6.87941516755265,4.51154167073154
494,6.37528571428571,3.85998201894292,5.88817944646845,6.9655032038636,4.66494784542994
495,6.3542,3.89719737425125,5.94419128730421,6.96378660390737,4.7057203825554
496,6.34945,3.88404683166456,5.95251260668204,7.01825434215104,4.85473035559538
497,6.3366,3.79837993571761,5.94943493970061,7.05521382513555,4.95704861653292
498,6.35175,3.84904709605749,5.97503078473721,7.04667129066079,4.90281140158657
499,6.3627619047619,3.94148979863373,6.00136956695572,7.13235137475167,4.9761114623308
500,6.4612,3.9784461389102,6.00800991377151,7.15369860979014,4.98198559712163
501,6.53515,3.95911470872575,6.0306596592297,7.18642155225523,5.04220522353986
502,6.493,3.89185967204283,5.98679811725607,7.24430161142025,5.13449746187122
503,6.5066,3.93817040928635,6.05035118524284,7.25621914279682,5.13174816253557
504,6.5433,3.94739928334797,6.11471066817973,7.27536074654733,5.1898815309748
505,6.5753,3.95522900874545,6.17123665764727,7.34862285630585,5.29357255792097
506,6.592,3.92810655860635,6.1575990704354,7.27125072391202,5.26032553171919
507,6.615,3.92327037355248,6.09765978990327,7.31162017274357,5.29000488604092
508,6.6093,3.90952565253033,6.11979403652051,7.40964110576747,5.36409847112561
509,6.57615,3.88359974524909,6.17330035857401,7.54772565233748,5.46136018889551
510,6.59585,3.90877959739733,6.22495571161853,7.51393745364805,5.50457435515968
511,6.6239,3.92643062544116,6.27064668829712,7.52358665981653,5.54574853285169
512,6.6557,3.98379905751541,6.06238447392784,7.30040337001468,5.38560760202575
513,6.6904,3.96630137672115,6.14471792510285,7.30976712356597,5.45829279278905
514,6.70675,3.97096172973413,6.4492795752063,7.60125408713487,5.79964369876303
515,6.67895,3.99294876598643,6.42890739637744,7.55094630866617,5.83636751783878
516,6.79235,3.97330758009479,6.40504851530162,7.49529499963602,5.77711950450017
517,6.86295,3.9811987487231,6.42116902738654,7.57100431488538,5.80802058084846
518,6.81955,4.01094352433107,6.50386830057267,7.66405140263817,5.84817453999909
519,6.8189,3.99919924066835,6.55882215388209,7.6873497877571,5.86848716543312
520,6.8648,4.03870653736457,6.49626682797816,7.68804829491728,5.89659048227401
521,6.84275,4.15931869175515,6.47481721739567,7.72209463938518,5.88268081985414
522,6.8167,4.10737265887314,6.57596148494406,7.7097935620381,5.86236691140297
523,6.84775,4.06866395974328,6.62713856586811,7.72026057876057,5.86678999102812
524,6.9109,4.12146469639373,6.60560724708441,7.84266765794389,5.95765665275053
525,6.96785,4.1478127219471,6.58758745851877,7.86870860230529,5.95395203426825
526,6.9832,4.2092508706767,6.616377938574,7.93738469442633,5.91554365261866
527,7.0273,4.21889407702982,6.66097115335388,7.88989845767839,5.90126151350111
528,7.01657894736842,4.21387551280712,6.66675388345576,7.92830467934257,5.87300764088969
529,7.0135,4.16364102154539,6.75820098411141,7.98877397717432,5.94264589400479
530,7.0025,4.17265756430831,6.79400629886708,8.09049941529111,5.99969688364423
531,6.9629,4.2107391152275,6.77980279279015,8.09725923207519,6.04049695338844
532,7.00785,4.1723643232626,6.83895881859565,7.8740107907985,5.95478312869866
533,6.99765,4.15279507584563,6.92663391764753,7.93243975357636,6.03323401545681
534,7.149,4.10776529561822,6.91790671785547,8.18429278995759,6.3467184210461
535,7.216,4.11743898278447,6.92857236807323,8.25441553864664,6.44364726171936
536,7.11195,4.1022554828311,6.93875079245098,8.34621595846061,6.4148440722515
537,7.1071,4.18576643306429,6.99023232704727,8.39637182783722,6.40823931250284
538,7.0969,4.18880553119982,6.99002499860556,8.40714304114923,6.48551521288849
539,7.1218,4.20209064039776,6.94579425536148,8.45221820735423,6.45869864921419
540,7.2,4.16913884766509,6.93381707112694,8.44763039998637,6.46774250411106
541,7.2866,4.10782194191759,6.92818173838821,8.50399428363825,6.3487279842869
542,7.3158,4.08905340805962,6.95937540664968,8.30666753303398,6.12975515566675
543,7.3405,4.21964101275033,6.99079523936699,8.23790455383782,5.91275933126939
544,7.3693,4.37459379673938,7.03965160589212,8.34573027797756,5.7761978569776
545,7.23919999999999,4.31646798616822,7.10872179574573,8.37501956162866,5.7791530131696
546,7.12005263157895,4.16389240802059,7.13380413776226,8.41605661150848,6.06508011808958
547,7.12126315789474,4.14845480335672,7.1420623082808,8.47542157927025,6.36931218371981
548,7.2334,4.20902708673519,7.24720930840779,8.60093650061646,6.46378834101043
549,7.3205,4.23316279574503,7.25852910634385,8.72020855839397,6.51721815977636
550,7.3565,4.22687345479019,7.15997686783145,8.81142641595507,6.52500878650718
551,7.3594,4.23722430161199,7.19270745910002,8.84656431050105,6.53556277424444
552,7.43075,4.28312967665116,7.21649737390483,8.80729692607547,6.51369429959325
553,7.50168421052632,4.31225626595125,7.24220028808296,8.76634440329729,6.43179518463409
554,7.44242105263157,4.35548527846984,7.24063840705238,8.83283262202744,6.41046902918099
555,7.45185,4.42584093309829,7.21863666716563,9.07682859549842,6.43665520520966
556,7.4706,4.4053196547035,7.2947233405382,8.98845768027649,6.42952835548286
557,7.5138,4.34745508863169,7.37465048704308,8.78309642109048,6.36127224902455
558,7.5324,4.36835344453061,7.40056993851336,8.78886712517892,6.32545120142741
559,7.5702,4.33094996625737,7.36111745577267,8.9501935085753,6.39169630369921
560,7.63715,4.24247810237305,7.48619337797644,8.84654414735899,6.2652454086201
561,7.72575,4.25703868642415,7.45335906406388,8.85305082814852,6.23994575155401
562,7.7105,4.36164201568057,7.35324712314365,8.93868966713182,6.22960795736536
563,7.66326315789474,4.35932212160208,7.43135666555821,8.89468912175455,6.26265409300786
564,7.70305,4.39956448682098,7.46138114471402,8.87132781763957,6.23491097299333
565,7.78684210526316,4.40319138215538,7.49061840135254,8.97381855387474,6.17930714123014
566,7.7962,4.37015895492042,7.46174615143834,9.0119490987678,6.13785782878291
567,7.81142105263158,4.3830487653307,7.48390869206713,8.96213567736183,6.11857220691406
568,7.80725,4.48831605026552,7.48482679878418,8.99464203896709,6.13363393156227
569,7.7539,4.54267597386533,7.46590305285634,9.06244390390196,6.14932653925774
570,7.79505263157895,4.43179202158607,7.48297700940705,9.08000403066647,6.12107064532491
571,7.906,4.43300339942875,7.34177858074312,9.12144130118651,6.1164035198657
572,7.92078947368421,4.49896087116325,7.43278347737254,9.1050431277895,6.11282020380494
573,7.8966,4.45560940563712,7.68253128722126,9.0425549817193,6.04508656084001
574,7.9752,4.35709764955839,7.68453451897966,9.03126476244374,6.06288469074924
575,8.0406,4.37187006844005,7.65116093108075,9.14704963061444,6.20180975509633
576,8.034,4.47992697900654,7.58468236604895,9.0718082803758,6.16175461171749
577,7.9756,4.5388094734292,7.60420729748682,9.05758990717669,6.16993990531183
578,7.9147,4.70254240394839,7.61195312462165,9.05949082911557,6.19338315896497
579,7.9566,4.6686576826688,7.79466842557155,9.10707954753249,6.07837556059424
580,8.0298,4.40250068949126,7.86600777316062,9.11324499891117,6.0274907301936
581,8.012,4.41225223429633,7.74642955419573,9.0847501987245,5.98969841549837
582,8.04742105263158,4.44537122432039,7.73712437301655,9.08626459437049,5.95522546466417
583,8.07221052631579,4.58678773149706,7.701346369299,9.1382650342734,5.94726532189907
584,8.0865,4.55450452857209,7.74961203749963,9.14213431753311,5.96624988869405
585,8.169,4.43373519750982,7.82436143353381,9.06812940086484,5.85876300547028
586,8.28473684210526,4.47388945635604,7.80706555304963,9.14022640098333,5.83609655833821
587,8.3008947368421,4.4886372596357,7.749030545513,9.29885885873017,5.98686806024055
588,8.1844,4.60471886605744,7.70745144639389,9.21086909283518,6.06344411782602
589,8.19684210526316,4.60793500067716,7.69531195579304,9.00265189950307,5.91017903392869
590,8.3707,4.42123892007971,7.8317127424462,9.09237934636955,5.90337811137016
591,8.35726315789474,4.44975960583647,7.82467657486801,9.19572909084904,5.90475249548208
592,8.3774,4.46640655743862,7.84999557916409,9.10467922257225,5.78942427820264
593,8.37826315789474,4.48348400047228,7.8893756546425,9.08135104423632,5.75069716470873
594,8.34457894736842,4.53147998021936,7.91593785355751,9.1847704270644,5.81393516482282
595,8.3294,4.55576212552858,7.9188995676747,9.21032673127004,5.82807121463802
596,8.38442105263158,4.52157219934435,7.85073307593781,9.24848864710591,5.80512505198249
597,8.4452,4.51729003103072,7.847913667341,9.21524959821089,5.7751355610386
598,8.42026315789474,4.54086790981804,7.94300442676589,9.15597944503103,5.8069519999633
599,8.44275,4.55871748504505,7.97587798861292,9.10634396654338,5.77964461818603
600,8.566,4.57271571693892,7.97871866433297,9.16138353086866,5.79620997489279
601,8.5447,4.59478477066527,8.01004140029658,9.29666587676921,5.82142081839537
602,8.50710526315789,4.58575213125476,7.99957992221342,9.25375433574236,5.72079212802087
603,8.49815789473684,4.54501859585628,8.01359872974414,9.19345758541049,5.64258351245199
604,8.483,4.527678334135,8.0027434658767,9.23082731907507,5.62855099052115
605,8.51115,4.57008321259894,8.00871308416624,9.20272224880233,5.6179693458604
606,8.5335,4.63934810811403,8.01281560921267,9.22076100147989,5.60702187791899
607,8.54045,4.6352808701087,8.03613466681481,9.2014975000018,5.55699653609166
608,8.57778947368421,4.61537910945917,7.99457153511736,9.20167629326419,5.54908526989663
609,8.61278947368421,4.61961298687447,7.98363915448448,9.15088242437515,5.54229759390839
610,8.63036842105263,4.62293221787226,8.06222060967019,9.12065275017217,5.53595491465655
611,8.64373684210526,4.62319955857561,8.10177666740219,9.19957297543623,5.49927485898539
612,8.60457894736842,4.662101089166,8.08897089808521,9.23358009738069,5.46956017877431
613,8.6333,4.61127077353881,8.11416441594665,9.15954323065884,5.47566043964146
614,8.6918947368421,4.57595525909409,8.16273146913044,9.04504689235039,5.36096661665783
615,8.68231578947368,4.66830683024242,8.22794992391352,9.10022137252345,5.34947267161448
616,8.7025,4.66146452355669,8.18576176714392,9.25196588734976,5.46161156635534
617,8.71195,4.6394264113864,8.1362448223865,9.1970116507132,5.4721116202869
618,8.71463157894736,4.67956801059272,8.14941017009755,9.24052581045286,5.46201671371415
619,8.7145,4.698507831624,8.18901242689002,9.21807549454892,5.41352599479143
620,8.69563157894737,4.60997815287667,8.18523469057376,9.16633167473025,5.32897870470973
621,8.72757894736842,4.6274089031957,8.16399310489403,9.16022358251907,5.30534865693331
622,8.73942105263158,4.71948714515329,8.18075229390273,9.20345809914077,5.32940860913238
623,8.8298947368421,4.71849039027973,8.20052529069176,9.24288266170921,5.28413406918833
624,8.89521052631579,4.67464462209441,8.19243056409081,9.20720302117909,5.28617502600395
625,8.83110526315789,4.67202392209119,8.20995540689773,9.18121046108157,5.26800319027857
626,8.85415789473684,4.68907750067068,8.11872471477027,9.158366133421,5.27832113997089
627,8.9058,4.73451309818566,8.16084571555035,9.1197825945012,5.30615360069203
628,8.91973684210526,4.75030027353079,8.30808485550103,9.15047321261616,5.23759143802192
629,8.89494736842105,4.66661214317877,8.26099477078335,9.22921467810548,5.2307816917044
630,8.55126315789482,4.60621562258707,8.2949219073102,9.85469619804409,5.19606715168342
631,8.39100000000001,4.68793515805965,8.30724144286605,10.2672069005827,5.16692041782429
632,8.48042105263156,4.69526455101816,8.20960173552397,10.2644367061208,5.21943788524283
633,8.95294736842106,4.73666010163826,8.25608905727214,9.31689423695774,5.38352688042475
634,8.88652631578947,4.7764677125281,8.2507793509051,9.3442660781167,5.38759603810717
635,8.94873684210527,4.60815254624044,8.25761977553714,9.08217601930017,4.37142797580701
636,8.97610526315789,4.45651034952212,8.2615715537602,8.90427157857072,3.96945973627941
637,8.96952631578947,4.39897165607816,8.34523991901286,8.91377404373023,4.11887806139711
638,8.9954,4.66674050248098,8.43039827814125,9.18322769062659,5.14627818215905
639,9.00284210526316,4.67584052787342,8.41431617054063,9.21454593450432,5.14492551383728
640,8.80478947368421,4.53379249951123,8.37008055835728,8.96865291642172,4.77738235783129
641,8.871,4.58634380292687,8.38178613422783,8.91137758731655,4.78155233148731
