"wl","000_bkg_leptodactyla","000_bkg_maracoani","000_bkg_panema","000_bkg_rapax","000_bkg_thayeri"
642,9.034,4.76757829752246,8.43739133979203,9.20712368088949,5.16166288584694
643,9.02694736842105,4.68076628573202,8.44072464950398,9.21342521461805,5.09956901861086
644,9.11631578947368,4.64983030862007,8.42188012869034,9.22079605678683,5.08361289829648
645,9.15647368421053,4.67071566649259,8.46411112190394,9.17328189880745,5.05553447445118
646,9.16957894736842,4.61146390361088,8.50013368395427,9.18840807860614,5.08608123418366
647,9.126,4.63378812006144,8.61546840206315,9.22792990970502,5.12648128449016
648,9.15247368421053,4.66746051851577,8.63858479875883,9.18393696511518,5.07254288017063
649,9.17915789473684,4.65408070757818,8.51256008115359,9.12155552350414,5.09437557283525
650,9.1668947368421,4.61023073528563,8.55738117475439,9.1569262706076,5.0577912172682
651,9.19631578947368,4.59248450144445,8.56552711588657,9.13447689948518,5.0315020490802
652,9.23942105263158,4.63606400006023,8.54727437457063,9.1307055429646,5.02632347892511
653,9.17573684210526,4.77358347506264,8.60183201145688,9.22591946853855,4.97145487901125
654,9.14805263157895,4.8132356980816,8.61037773587868,9.22074237121484,4.96134967208556
655,9.25189473684211,4.76378872705758,8.60829367605847,9.21328547363364,4.98298830768449
656,9.3098947368421,4.72550912556195,8.5958412597472,9.18569139528721,5.00444721117975
657,9.23536842105263,4.65486433448334,8.63947684859109,9.11989868621873,4.99655105314163
658,9.19247368421053,4.63577324971827,8.68856700939816,9.04486730790602,4.93627437236955
659,9.20694736842105,4.69044865182555,8.67859225255782,9.01277685466022,4.91677760463654
660,9.159,4.71024424586118,8.68749114156557,8.99303279398163,4.90067295558821
661,9.20384210526316,4.6415685974059,8.72975534294755,9.02472232023885,4.83120342191442
662,9.13715789473684,4.6875076676964,8.69712360570261,9.09457700842781,4.84150929050117
663,9.0738947368421,4.68479388555632,8.61290815750973,9.08478386496927,4.91385380117767
664,9.11463157894737,4.67812458479186,8.62430751481027,9.01425440930188,4.83197931675296
665,9.15321052631579,4.6985889935926,8.82811767833229,9.20260585986612,4.86112459072987
666,9.13494736842105,4.69525960136563,8.87874489188744,9.22759085451053,4.87662183424585
667,9.14747368421053,4.67036928608294,8.83376198775048,9.04201699090612,4.79789572244502
668,9.186,4.62910690560097,8.84282446180323,9.00230107959564,4.83092211151466
669,9.15563157894737,4.65077640214055,8.78053309878759,8.98316166387733,4.84277485474981
670,9.14273684210526,4.61348056946504,8.75695179147595,8.95110032146081,4.85006037820811
671,9.14778947368421,4.66626139776658,8.78145763144275,8.96343868534471,4.86785164931282
672,9.16673684210526,4.6920733617764,8.85444684349893,8.9799728365487,4.90573107228392
673,9.188,4.67946272626646,8.88097175002048,8.86802222758508,4.84355579792352
674,9.19668421052632,4.71497434659166,8.86413888069238,8.84763930248604,4.84602266676839
675,9.23016666666667,4.71791008916097,8.85930568528851,8.86033761330561,4.88982823783189
676,9.19973684210527,4.87915206571043,8.86831635537281,8.84506742800483,4.85768616283938
677,9.2291052631579,4.89516534102407,8.88278501150177,8.90991322846966,4.83479964613997
678,9.353,4.75678126947658,8.87311304543243,8.87423556490857,4.80750384445695
679,9.34742105263158,4.75906492448945,8.89035786622184,8.84578066217256,4.85293870555669
680,9.33742105263158,4.71540521998777,8.89703006075403,8.89018403377905,4.9007360162668
681,9.38157894736842,4.69110563291746,8.8920302133807,8.97290137686521,4.94322871260188
682,9.46931578947369,4.70577849682556,8.93861348004407,9.04359430405734,4.95693811156481
683,9.7188947368421,4.69899069014225,8.89331470084714,8.98468354763451,4.88782624431104
684,9.66663157894737,4.78593582025779,8.85501992696666,9.02862148615406,4.84205906867338
685,9.47142105263158,4.78054073074589,8.91857323515291,8.88975316147304,4.83142163729592
686,9.52973684210526,4.73173387563261,8.96853017164625,8.92466954407952,4.89486235955031
687,9.6671052631579,4.68283959993312,8.98876283913313,9.08358772795606,4.91119929205992
688,9.70155555555556,4.73904214153274,8.97293054674901,9.13016884514582,4.91514736185566
689,9.62084210526316,4.84629420301424,9.02405979767932,9.27444430984069,5.00993030594553
690,9.68968421052632,4.83124634868123,9.03696556077105,9.23764477518452,4.88376500478108
691,9.74547368421053,4.83151839913024,9.00094189682778,9.29099002128591,4.85163157173728
692,9.77994736842105,4.86073659364975,9.01141543842004,9.39884053001476,5.03533398191541
693,9.8151052631579,4.83365348517996,9.01111880503245,9.41607656001608,5.12197700154681
694,9.84061111111111,4.80482062348716,8.93084961996463,9.59533194855827,5.04947326573627
695,9.90647368421053,4.84570314233527,8.94794124039609,9.65204442024823,5.0663407131997
696,9.987,4.78553286369734,8.9440350648771,9.49735904780768,5.04180122991989
697,10.019,4.84394937371703,8.95985976113579,9.54926037981915,5.0311333670339
698,9.99811111111111,4.95584435666034,9.00847937485042,9.6208620117288,5.06488410308804
699,10.1503333333333,4.99269225738071,8.97369312544659,9.689456589897,5.08548759600955
700,10.2027894736842,5.01076658084376,8.96323455593391,9.78171415561097,5.21465485830518
